Позывной,Гос. номер,Расстояние,Стоимость,Наличными,Безнал,Подача,Маршрут,Статус,Тип оплаты,Зачисление,Оценка
183904,AE0694PA,18.32,161.00,161.00,0.00,19-05-2021 00:18,"Готель Братислава (вул. Малишка Андрія, 1)  - Правди проспект, 43А ",Выполнен,Оплата наличными,Оплата наличными,5
75094,AE8912OT,12.28,106.00,106.00,0.00,19-05-2021 00:14,"Hazoprovidna Street, 3  - Idzykovskykh Simi street, 41 ",Выполнен,Оплата наличными,Оплата наличными,5
75094,AE8912OT,18.22,143.00,143.00,0.00,18-05-2021 23:29,"Ресторан KFC (Оболонский просп. 19)  - Папулова улица (Горенка), 4 ",Выполнен,Оплата наличными,Оплата наличными,
189562,AE4780OX,26.17,202.00,0.00,202.00,18-05-2021 23:26,"Садовая 56-я улица (Осокорки), 42  - Антоновича Владимира улица, 150  - Свободы проспект, 26А ",Выполнен,Безналичная оплата,На баланс,
185571,AE1267OX,8.62,82.00,82.00,0.00,18-05-2021 23:01,"бульвар Кольцова, 14Г  - Булаховского Академика улица, 30А ",Выполнен,Оплата наличными,Оплата наличными,
74715,AE8901OT,16.02,200.00,0.00,200.00,18-05-2021 23:00,"Антоновича Володимира вулиця, 176  - Шевченка вулиця (Крюківщина), 5 ",Выполнен,Безналичная оплата,На баланс,5
75094,AE8912OT,16.73,134.00,0.00,134.00,18-05-2021 22:56,"проспект Валерія Лобановського, 4Ж  - Озерная улица [Оболонь], 28 ",Выполнен,Безналичная оплата,На баланс,5
185571,AE1267OX,3.89,56.00,56.00,0.00,18-05-2021 22:47,"вулиця Київська, 34  - Зодчих улица, 30/6 ",Выполнен,Оплата наличными,Оплата наличными,
183904,AE0694PA,26.46,196.00,196.00,0.00,18-05-2021 22:46,"Соборная улица (Петропавловская Борщаговка), 16  - Милютенко улица, 7 ",Выполнен,Оплата наличными,Оплата наличными,5
189562,AE4780OX,17.30,164.00,0.00,164.00,18-05-2021 22:37,"Овручская улица, 18  - вулиця Софії Русової, 3В ",Выполнен,Безналичная оплата,На баланс,
184596,AE1268OX18-05-2021 22:25,"Лесі Українки вулиця (Софіївська Борщагівка), 41  - Гонгадзе Георгия проспект, 20К ",Отменен,Безналичная оплата,На баланс,5
75094,AE8912OT,10.15,125.00,0.00,125.00,18-05-2021 22:18,"Салон массажа Elephant Spa (Прорезная ул. 22)  - Московская улица (Жуляны), 37 ",Выполнен,Безналичная оплата,На баланс,5
189562,AE4780OX,11.56,102.00,102.00,0.00,18-05-2021 22:13,"Велика Окружна вулиця, 4  - Рижская улица, 18 ",Выполнен,Оплата наличными,Оплата наличными,
183904,AE0694PA,11.49,165.00,165.00,0.00,18-05-2021 21:59,"Pidhirna Street, 5 (Irpin')  - Olevska street, 7 ",Выполнен,Оплата наличными,Оплата наличными,5
100283,AE0428OM,10.12,120.00,120.00,0.00,18-05-2021 21:55,"Ресторан Суаре (ул. Сечевых Стрельцов, 11)  - Навашина Академика улица, 9 ",Выполнен,Оплата наличными,Оплата наличными,5
75094,AE8912OT,13.01,111.00,0.00,111.00,18-05-2021 21:50,"Краснолуцкий переулок, 2  - Железнодорожный вокзал Центральный ",Выполнен,Безналичная оплата,На баланс,5
184596,AE1268OX,9.31,95.00,95.00,0.00,18-05-2021 21:48,"Героев Севастополя улица, 11В  - Боголюбова улица (Софиевская Борщаговка), 26 ",Выполнен,Оплата наличными,Оплата наличными,5
185571,AE1267OX,11.77,121.00,121.00,0.00,18-05-2021 21:44,"Чоколовский бульвар, 19  - Житняя улица (Софиевская Борщаговка), 7 ",Выполнен,Оплата наличными,Оплата наличными,
184596,AE1268OX18-05-2021 21:41,"Радищева провулок, 2  - Соборна вулиця (Петропавлівська Борщагівка), 37 ",Отменен,Безналичная оплата,На карту,
100283,AE0428OM,9.84,91.00,91.00,0.00,18-05-2021 21:31,"Dubinina Volodi street, 2  - Sichovykh Striltsiv street, 10 ",Выполнен,Оплата наличными,Оплата наличными,5
75094,AE8912OT,10.89,98.00,98.00,0.00,18-05-2021 21:16,"Holosiivska street, 13А  - Akhmatovoi Anny street, 11 ",Выполнен,Оплата наличными,Оплата наличными,5
100283,AE0428OM,9.72,100.00,100.00,0.00,18-05-2021 21:01,"Главпочтамт, 1 почтовое отделение (ул. Крещатик, 22)  - ЖК Паркленд (вул. Практична) ",Выполнен,Оплата наличными,Оплата наличными,5
185571,AE1267OX,10.23,125.00,125.00,0.00,18-05-2021 20:57,"ТРЦ Арена Сити (ул. Большая Васильковская, 1-3)  - Велика Житомирська вулиця, 8/14  - Голего Миколи вулиця, 28А ",Выполнен,Оплата наличными,Оплата наличными,
183904,AE0694PA,34.96,300.00,0.00,300.00,18-05-2021 20:55,"Zarichna street, 2К2  - Павленка улица (Ирпень), 42 ",Выполнен,Безналичная оплата,На баланс,5
75094,AE8912OT,6.26,95.00,0.00,95.00,18-05-2021 20:53,"Передовая улица (Чапаевка), 27Б  - Науки проспект, 69 ",Выполнен,Безналичная оплата,На баланс,
75119,AE3864MC,5.72,87.00,0.00,87.00,18-05-2021 20:33,"Звіринецька вулиця, 47  - Феодосийский переулок, 14 ",Выполнен,Безналичная оплата,На баланс,5
185571,AE1267OX,9.52,94.00,94.00,0.00,18-05-2021 20:32,"Русановская набережная, 24/51  - Антоновича Владимира улица, 1 ",Выполнен,Оплата наличными,Оплата наличными,
184596,AE1268OX,11.78,115.00,115.00,0.00,18-05-2021 20:26,"Новоконстантиновская улица, 1В  - Шепелева Николая улица, 13 ",Выполнен,Оплата наличными,Оплата наличными,5
184596,AE1268OX18-05-2021 20:18,"Степана Бандери проспект, 8/9  - Соборності вулиця (Княжичі), 2 ",Отменен,Оплата наличными,Оплата наличными,5
75094,AE8912OT,15.22,200.00,200.00,0.00,18-05-2021 20:07,"Аэропорт Киев, Жуляны Терминал D (улица Медовая, 2)  - ТЦ Домосфера (шоссе Столичное, 101) ",Выполнен,Оплата наличными,Оплата наличными,5
184596,AE1268OX18-05-2021 20:06,"Новоконстантиновская улица, 15/15  - Джона Маккейна улица, 37 ",Отменен,Оплата наличными,Оплата наличными,
100283,AE0428OM,5.53,77.00,0.00,77.00,18-05-2021 19:39,"Павлівська вулиця, 23  - Коновальця Євгена вулиця, 36Д ",Выполнен,Безналичная оплата,На баланс,5
189562,AE4780OX,29.25,220.00,220.00,0.00,18-05-2021 19:27,"вулиця Архітектора Вербицького, 9  - Черкасская улица (Петропавловская Борщаговка), 1А ",Выполнен,Оплата наличными,Оплата наличными,
185571,AE1267OX,8.57,100.00,100.00,0.00,18-05-2021 19:23,"Боженка вулиця, 31  - Супермаркет Сільпо (Русанівська набережна, 10) ",Выполнен,Оплата наличными,Оплата наличными,
183904,AE0694PA,33.85,272.00,0.00,272.00,18-05-2021 19:17,"Кошевого Олега улица (Ирпень), 2В  - Урловская улица, 36А ",Выполнен,Безналичная оплата,На баланс,5
184596,AE1268OX,14.10,130.00,0.00,130.00,18-05-2021 19:15,"Зодчих вулиця, 32  - Хвойки Викентия улица, 21 ",Выполнен,Безналичная оплата,На баланс,5
184596,AE1268OX18-05-2021 19:06,"проспект Леся Курбаса, 5  - Абрикосовая улица (Софиевская Борщаговка), 1В ",Отменен,Безналичная оплата,На баланс,
75094,AE8912OT,7.51,100.00,100.00,0.00,18-05-2021 18:46,"вулиця Григоровича-Барського, 149  - Шкільна вулиця (Жуляни), 25 ",Выполнен,Оплата наличными,Оплата наличными,5
191232,AE1173OX,2.96,73.00,73.00,0.00,18-05-2021 18:35,"Туполєва Академіка вулиця, 22  - Метро Сирець (в сторону Центру) ",Выполнен,Оплата наличными,Оплата наличными,5
75119,AE3864MC,23.78,280.00,0.00,280.00,18-05-2021 18:22,"Касияна Василия улица, 2/1  - Маяковского Владимира проспект, 32Г ",Выполнен,Безналичная оплата,На баланс,5
185571,AE1267OX,12.30,125.00,125.00,0.00,18-05-2021 18:09,"Ягодный переулок (Гатное), 9  - Антоновича Владимира улица, 131 ",Выполнен,Оплата наличными,Оплата наличными,
74715,AE8901OT,4.52,93.00,93.00,0.00,18-05-2021 17:56,"Дарвина улица, 1Б  - Саперное Поле улица, 3 ",Выполнен,Оплата наличными,Оплата наличными,5
183904,AE0694PA,30.48,251.00,251.00,0.00,18-05-2021 17:51,"Днепровская улица (Вышгород), 9А  - Соборная улица (Ирпень), 1Б ",Выполнен,Оплата наличными,Оплата наличными,5
184596,AE1268OX18-05-2021 17:45,"Гонгадзе Георгия проспект, 32  - Юнкерова Николая улица (Пуща), 105 ",Отменен,Оплата наличными,Оплата наличными,5
185571,AE1267OX,3.88,84.00,84.00,0.00,18-05-2021 17:44,"Глушкова Академика проспект, 16  - Одесская улица (Гатное), 2/3 ",Выполнен,Оплата наличными,Оплата наличными,
74715,AE8901OT18-05-2021 17:39,"Шелковичная улица, 38  - Генерала Алмазова улица, 14 ",Отменен,Оплата наличными,Оплата наличными,5
75094,AE8912OT,11.03,145.00,0.00,145.00,18-05-2021 17:36,"Курбаса Леся проспект, 10А  - ТЦ Мармелад (ул. Борщаговская, 154)  - Гузара Любомира проспект, 38/57 ",Выполнен,Безналичная оплата,На баланс,5
191232,AE1173OX,12.58,182.00,0.00,182.00,18-05-2021 17:30,"Оболонський проспект, 37А  - Щербаківського Данила вулиця, 52 ",Выполнен,Безналичная оплата,На баланс,5
75094,AE8912OT,7.12,97.00,0.00,97.00,18-05-2021 17:15,"Київська вулиця, 2  - вулиця Зодчих, 54 ",Выполнен,Безналичная оплата,На баланс,5
75119,AE3864MC,10.71,130.00,0.00,130.00,18-05-2021 17:00,"Укрпошта відділення №158 (бульв. Кольцова, 13)  - Вільямса Академіка вулиця, 9К4 ",Выполнен,Безналичная оплата,На баланс,5
189562,AE4780OX,19.65,236.00,236.00,0.00,18-05-2021 16:54,"Vatutina street (Zhuliany), 117  - Колоса Сергея улица (Жуляны), 2А  - Метро Харьковская (в сторону Борисполя)  - Декабристов улица, 5 ",Выполнен,Оплата наличными,Оплата наличными,
191232,AE1173OX,9.85,91.00,91.00,0.00,18-05-2021 16:37,"вулиця Теодора Драйзера, 4А  - Ресторан Аргентина Гриль (ул. Маршала Тимошенко, 18) ",Выполнен,Оплата наличными,Оплата наличными,5
100283,AE0428OM,3.40,153.00,153.00,0.00,18-05-2021 16:36,"Кловский спуск, 14  - Георгиевский переулок, 7 ",Выполнен,Оплата наличными,Оплата наличными,5
74715,AE8901OT,1.06,100.00,0.00,100.00,18-05-2021 16:31,"Ресторан Чикен Киев, Chicken Kyiv (ул. Крещатик, 15/4)  - Лютеранська вулиця, 10А  - Ресторан Чикен Киев, Chicken Kyiv (ул. Крещатик, 15/4) ",Выполнен,Безналичная оплата,На баланс,5
184077,AE3690PB,16.30,315.00,0.00,315.00,18-05-2021 16:04,"вулиця Зеленогірська  - Елены Пчелки улица, 3В ",Выполнен,Безналичная оплата,На баланс,5
191232,AE1173OX,9.21,172.00,0.00,172.00,18-05-2021 15:59,"проспект Героїв Сталінграда, 8К3  - Маяковського Володимира проспект, 11А/2 ",Выполнен,Безналичная оплата,На баланс,
185571,AE1267OX,19.84,153.00,153.00,0.00,18-05-2021 15:55,"Драгоманова вулиця, 2А  - Метрологічна вулиця, 44 ",Выполнен,Оплата наличными,Оплата наличными,
183904,AE0694PA,24.40,360.00,360.00,0.00,18-05-2021 15:46,"Ресторан Файна Фамилия (бульв. Дружбы Народов, 25А)  - Кургузова вулиця (Вишгород), 1 ",Выполнен,Оплата наличными,Оплата наличными,5
189562,AE4780OX,16.89,279.00,0.00,279.00,18-05-2021 15:39,"Кирилловская улица, 103к1  - Первомайская улица (Вишневое), 24Б ",Выполнен,Безналичная оплата,На баланс,
75094,AE8912OT,13.50,210.00,0.00,210.00,18-05-2021 15:39,"Михайловская улица, 6  - Глушкова Академика проспект, 9г ",Выполнен,Безналичная оплата,На баланс,5
184596,AE1268OX,13.93,201.00,201.00,0.00,18-05-2021 15:18,"Первомайского Леонида улица, 7А  - Правды проспект, 88 ",Выполнен,Оплата наличными,Оплата наличными,5
184596,AE1268OX18-05-2021 15:14,"Klovskyi descent, 14/24  - Marshala Konieva street, 10/1 ",Отменен,Оплата наличными,Оплата наличными,
75094,AE8912OT,4.64,100.00,0.00,100.00,18-05-2021 15:08,"Победы проспект, 10  - Ярославская улица, 56А ",Выполнен,Безналичная оплата,На баланс,5
185571,AE1267OX,11.46,185.00,0.00,185.00,18-05-2021 15:02,"Restaurant The Cake (Velyka Vasylkivska street, 5)  - Kharkivske highway, 19Б ",Выполнен,Безналичная оплата,На баланс,
189562,AE4780OX,7.84,189.00,0.00,189.00,18-05-2021 14:46,"Майдан Незалежности, 3  - Сальского Владимира улица, 18А ",Выполнен,Безналичная оплата,На баланс,
191232,AE1173OX,18.09,183.00,0.00,183.00,18-05-2021 14:39,"Сосниных Семьи улица, 16  - Пиццерия Мама Миа (ул. Архипенко, 5) ",Выполнен,Безналичная оплата,На баланс,5
76738,AE3861MC18-05-2021 14:19,"Зоологическая улица, 3Г  - Голосеевский проспект, 48 ",Отменен,Оплата наличными,Оплата наличными,
75094,AE8912OT,10.03,92.00,0.00,92.00,18-05-2021 14:08,"Максимовича Михаила улица, 26Б  - Богдана Хмельницького вулиця, 46 ",Выполнен,Безналичная оплата,На баланс,5
191232,AE1173OX,9.14,106.00,106.00,0.00,18-05-2021 14:02,"Народного Ополчения улица, 1  - Литвиненко-Вольгемут улица, 3А ",Выполнен,Оплата наличными,Оплата наличными,
184596,AE1268OX,6.82,110.00,110.00,0.00,18-05-2021 14:00,"Кудряшова улица, 20Г  - Коновальца Евгения улица, 44Б ",Выполнен,Оплата наличными,Оплата наличными,5
189562,AE4780OX,14.99,139.00,139.00,0.00,18-05-2021 13:48,"Милютенко улица, 30/12  - Сечевых Стрельцов улица, 9 ",Выполнен,Оплата наличными,Оплата наличными,
184596,AE1268OX18-05-2021 13:45,"Амосова улица, 10  - Рокоссовского Маршала проспект, 3Б ",Отменен,Безналичная оплата,На баланс,5
75094,AE8912OT,7.71,86.00,86.00,0.00,18-05-2021 13:14,"Пушкинская улица, 39  - Сумская улица, 1 ",Выполнен,Оплата наличными,Оплата наличными,5
189562,AE4780OX,12.36,140.00,0.00,140.00,18-05-2021 13:09,"Mala Zhytomyrska street, 10  - Raiduzhna street, 63 ",Выполнен,Безналичная оплата,На баланс,
184596,AE1268OX,15.50,145.00,145.00,0.00,18-05-2021 12:49,"вулиця Генерала Жмаченка, 16  - Больница им. Амосова (Амосова Николая ул. 6) ",Выполнен,Оплата наличными,Оплата наличными,5
75094,AE8912OT,12.46,131.00,131.00,0.00,18-05-2021 12:20,"Кулибина улица, 5  - Леси Украинки бульвар, 23А ",Выполнен,Оплата наличными,Оплата наличными,5
184596,AE1268OX,12.89,110.00,0.00,110.00,18-05-2021 11:59,"Котарбинского Вильгельма улица, 23  - Микільсько-слобідська вулиця, 4Б ",Выполнен,Безналичная оплата,На баланс,5
184596,AE1268OX18-05-2021 11:55,"Дегтяревская улица, 6  - Межигорская улица, 87А  - Константиновская улица, 1  - Дегтяревская улица, 6 ",Отменен,Оплата наличными,Оплата наличными,4
185571,AE1267OX,21.89,256.00,0.00,256.00,18-05-2021 11:45,"Щербаковского Даниила улица, 49Д  - Гришко Михаила улица, 9 ",Выполнен,Безналичная оплата,На баланс,
189562,AE4780OX,26.77,272.00,272.00,0.00,18-05-2021 11:05,"Нежинская улица, 7  - Трухановская улица (Труханов Остров), 1  - Скоропадского улица, 1 ",Выполнен,Оплата наличными,Оплата наличными,
191232,AE1173OX,10.78,105.00,105.00,0.00,18-05-2021 10:58,"Оболонський проспект, 34Б  - Нестерова Петра вулиця, 3 ",Выполнен,Оплата наличными,Оплата наличными,5
189562,AE4780OX18-05-2021 10:55,"Вацлава Гавела бульвар, 51  - Липковского улица, 18  - Докучаевский переулок, 2 ",Отменен,Безналичная оплата,На баланс,
184596,AE1268OX,4.67,94.00,94.00,0.00,18-05-2021 10:46,"Просвещения улица, 16  - Винниченко Владимира улица, 9А ",Выполнен,Оплата наличными,Оплата наличными,5
191232,AE1173OX,12.25,160.00,160.00,0.00,18-05-2021 10:19,"Гарматная улица, 39Б  - Метро Минская (в сторону М Облонь) ",Выполнен,Оплата наличными,Оплата наличными,5
82131,AE0439OM,7.37,120.00,120.00,0.00,18-05-2021 09:41,"Kuzmynska street, 2  - Пушиної Феодори вулиця, 52 ",Выполнен,Оплата наличными,Оплата наличными,
75119,AE3864MC,9.01,150.00,0.00,150.00,18-05-2021 09:31,"Драгоманова улица, 7А  - Бойчука Михаила улица, 18А ",Выполнен,Безналичная оплата,На баланс,5
191232,AE1173OX,12.23,145.00,0.00,145.00,18-05-2021 09:29,"Гайдай Зои улица, 7  - Василенко Николая улица, 8 ",Выполнен,Безналичная оплата,На баланс,5
82131,AE0439OM,2.62,79.00,79.00,0.00,18-05-2021 08:43,"Хохловых Семьи улица, 4  - Парково-Сырецкая улица, 4 ",Выполнен,Оплата наличными,Оплата наличными,
75119,AE3864MC,8.38,100.00,100.00,0.00,18-05-2021 08:39,"Переяславська вулиця (Бортничі), 8А  - Харківське шосе, 152 ",Выполнен,Оплата наличными,Оплата наличными,5
82131,AE0439OM,4.12,117.00,117.00,0.00,18-05-2021 08:28,"Гостиница Ибис Киев Вокзал (ул. Ползунова, 6)  - Хохловых Семьи улица, 8 ",Выполнен,Оплата наличными,Оплата наличными,
184596,AE1268OX,14.76,232.00,232.00,0.00,18-05-2021 08:21,"Вильямса Академика улица, 9К3  - Ефремова Академика улица, 8А ",Выполнен,Оплата наличными,Оплата наличными,5
191232,AE1173OX,13.82,157.00,0.00,157.00,18-05-2021 08:15,"Сикорского улица, 6  - Богатырская улица, 30 ",Выполнен,Безналичная оплата,На баланс,5
82131,AE0439OM,2.45,100.00,0.00,100.00,18-05-2021 07:43,"Печерский спуск, 13  - Владимирская улица, 47 ",Выполнен,Безналичная оплата,На баланс,
82131,AE0439OM,2.81,78.00,78.00,0.00,18-05-2021 07:33,"Мичурина улица, 2  - Берынды Памвы переулок, 6 ",Выполнен,Оплата наличными,Оплата наличными,
82131,AE0439OM,8.43,121.00,121.00,0.00,18-05-2021 06:38,"Гришка Михайла вулиця, 10  - Соборності проспект, 15/17 ",Выполнен,Оплата наличными,Оплата наличными,
184596,AE1268OX,12.31,146.00,0.00,146.00,18-05-2021 06:09,"Pushynoi Feodory street, 8  - Business Center Gulliver (Esplanadna street, 1) ",Выполнен,Безналичная оплата,На баланс,5
175770,AE3158OX,12.64,108.00,108.00,0.00,18-05-2021 02:37,"Новая почта №157 (Дорогожицкая ул. 17)  - Бойчука Михаила улица, 39 ",Выполнен,Оплата наличными,Оплата наличными,5
151808,AE0193OI,10.50,124.00,124.00,0.00,18-05-2021 01:46,"Боричев спуск, 10  - Голосеевский проспект, 58 ",Выполнен,Оплата наличными,Оплата наличными,
183904,AE0694PA,31.65,234.00,234.00,0.00,17-05-2021 23:56,"Березняковская улица, 28  - Линия 3-я улица (Боярка), 2 ",Выполнен,Оплата наличными,Оплата наличными,5
74715,AE8901OT,12.27,150.00,0.00,150.00,17-05-2021 23:16,"Дмитриевская улица, 62  - Бакинская улица (Крюковщина), 1 ",Выполнен,Безналичная оплата,На баланс,2
185571,AE1267OX,9.06,101.00,0.00,101.00,17-05-2021 23:10,"вулиця Гната Юри, 9Б  - Дорошенко улица (Софиевская Борщаговка), 20  - Горького улица (Софиевская Борщаговка), 13 ",Выполнен,Безналичная оплата,На баланс,
175770,AE3158OX,11.84,117.00,117.00,0.00,17-05-2021 23:05,"Железнодорожный вокзал Южный (ул. Кирпы Георгия, 4)  - Метро Славутич (в сторону Борисполя) ",Выполнен,Оплата наличными,Оплата наличными,5
184596,AE1268OX17-05-2021 22:59,"Ломоносова улица, 46/1  - Петровского улица (Гатное), 35 ",Отменен,Оплата наличными,Оплата наличными,5
183904,AE0694PA,24.16,250.00,235.00,15.00,17-05-2021 22:51,"Автозаводская улица, 52  - Радужная улица, 59Б  - Героев Сталинграда проспект, 24 ",Выполнен,Смешанная оплата,Смешанная оплата,5
185571,AE1267OX,7.32,76.00,0.00,76.00,17-05-2021 22:48,"вулиця Парково-Сирецька, 6  - Кольцова бульвар, 14Д ",Выполнен,Безналичная оплата,На баланс,
185571,AE1267OX,3.15,60.00,0.00,60.00,17-05-2021 22:20,"Туполева Академика улица, 18Б  - Корчака Януша улица, 20А ",Выполнен,Безналичная оплата,На баланс,
184596,AE1268OX,13.08,123.00,123.00,0.00,17-05-2021 21:55,"Курбаса Леся проспект, 6Г  - Метро Выставочный Центр (в сторону Теремков) ",Выполнен,Оплата наличными,Оплата наличными,5
185571,AE1267OX,7.25,74.00,74.00,0.00,17-05-2021 21:41,"14-я Государственная нотариальная контора (просп. Правды, 33)  - вулиця Ігоря Турчина, 12А ",Выполнен,Оплата наличными,Оплата наличными,
175770,AE3158OX,6.54,95.00,0.00,95.00,17-05-2021 21:40,"Полтавская улица, 10  - Эрнста улица, 16А ",Выполнен,Безналичная оплата,На баланс,1
183904,AE0694PA,25.67,208.00,208.00,0.00,17-05-2021 21:37,"Хмельницкого Богдана бульвар (Буча), 6  - Оболонский проспект, 14Ж ",Выполнен,Оплата наличными,Оплата наличными,5
184596,AE1268OX,10.64,96.00,0.00,96.00,17-05-2021 21:17,"Фитнес-клуб Спорт Лайф, Sport Life Теремки (ул. Маршала Конева, 8)  - Якуба Коласа улица, 15 ",Выполнен,Безналичная оплата,На баланс,5
175770,AE3158OX,13.79,120.00,120.00,0.00,17-05-2021 20:52,"Kharkivske highway, 19Б  - Poltavska street, 12 ",Выполнен,Оплата наличными,Оплата наличными,5
185571,AE1267OX,4.45,67.00,67.00,0.00,17-05-2021 20:23,"Ужвий Наталии улица, 4В  - Гонгадзе Георгия проспект, 8  - Гонгадзе Георгия проспект, 32 ",Выполнен,Оплата наличными,Оплата наличными,
189562,AE4780OX,14.86,176.00,0.00,176.00,17-05-2021 20:12,"Hlybochytska street, 99  - Sviatoshynska street (Vyshneve), 27А ",Выполнен,Безналичная оплата,На баланс,
184596,AE1268OX,15.77,151.00,0.00,151.00,17-05-2021 20:05,"вулиця Верховинна, 69  - Смолича Юрия улица, 6 ",Выполнен,Безналичная оплата,На баланс,5
185571,AE1267OX,3.70,64.00,64.00,0.00,17-05-2021 20:03,"Вышгородская улица, 45А/2  - ТРЦ Ретровиль (просп. Правды, 47) ",Выполнен,Оплата наличными,Оплата наличными,
184596,AE1268OX,4.33,65.00,65.00,0.00,17-05-2021 19:50,"ТРЦ Лавина, Lavina Mall (ул. Берковецкая, 6Д)  - Ирпенская улица, 65 ",Выполнен,Оплата наличными,Оплата наличными,5
183904,AE0694PA,35.45,367.00,367.00,0.00,17-05-2021 19:50,"вулиця Казимира Малевича, 86u  - Лесная улица (Ворзель), 53А ",Выполнен,Оплата наличными,Оплата наличными,5
184596,AE1268OX17-05-2021 19:42,"вулиця Берковецька, 6Д  - Русанівська набережна, 4/1 ",Отменен,Безналичная оплата,На баланс,5
185571,AE1267OX,7.57,96.00,96.00,0.00,17-05-2021 19:37,"Вербовая улица, 17В  - Автозаводская улица, 99/4 ",Выполнен,Оплата наличными,Оплата наличными,
74715,AE8901OT,5.59,104.00,0.00,104.00,17-05-2021 19:24,"Business Center IQ (Bolsunovska street, 13)  - Владимирская улица, 76 ",Выполнен,Безналичная оплата,На баланс,5
189562,AE4780OX,36.69,346.00,0.00,346.00,17-05-2021 19:20,"Аэропорт Борисполь, Терминал Д  - Дегтярная улица, 31 ",Выполнен,Безналичная оплата,На баланс,
185571,AE1267OX,8.80,84.00,0.00,84.00,17-05-2021 19:13,"вулиця Оноре де Бальзака, 24  - Торговый центр Эпицентр (просп. Бандеры Степана, 11А) ",Выполнен,Безналичная оплата,На баланс,
198700,BH9134OH17-05-2021 18:24,"Супермаркет МегаМаркет (улица Сурикова, 3А)  - Киевская улица (Вишневое), 1 ",Отменен,Оплата наличными,Оплата наличными,5
75119,AE3864MC,8.65,84.00,0.00,84.00,17-05-2021 18:05,"Днепровская Набережная, 14А  - Феодосийская улица, 4 ",Выполнен,Безналичная оплата,На баланс,5
185571,AE1267OX,14.12,208.00,208.00,0.00,17-05-2021 18:00,"Кафе Любовь-Морковь (ул. Сагайдачного Петра, 23/8)  - Бальзака Оноре Де улица, 63 ",Выполнен,Оплата наличными,Оплата наличными,
191232,AE1173OX,14.74,148.00,0.00,148.00,17-05-2021 18:00,"Броварской проспект, 15  - Гостиница Салют (ул. Ивана Мазепы, 11Б)  - Шамрыло Тимофея улица, 4В ",Выполнен,Безналичная оплата,На баланс,5
74715,AE8901OT,2.85,91.00,91.00,0.00,17-05-2021 17:58,"Ресторан Монтеккі Капулетті (вул. Коновальця Євгена, 36В)  - Ботанический сад им. Гришко (ул. Тимирязевская, 1) ",Выполнен,Оплата наличными,Оплата наличными,1
75119,AE3864MC,9.01,118.00,93.00,25.00,17-05-2021 17:25,"Клиника Smart Medical Center (Маккейна Джона ул. 7Б)  - Урловская улица, 21 ",Выполнен,Смешанная оплата,Смешанная оплата,5
74715,AE8901OT,2.87,80.00,0.00,80.00,17-05-2021 17:21,"вулиця Басейна, 5  - Леси Украинки бульвар, 7Б ",Выполнен,Безналичная оплата,На баланс,5
189562,AE4780OX,25.44,320.00,320.00,0.00,17-05-2021 17:10,"вулиця Ревуцького, 42В  - Комарова улица (Дударков), 12 ",Выполнен,Оплата наличными,Оплата наличными,
184596,AE1268OX,25.25,282.00,0.00,282.00,17-05-2021 16:56,"Сечевых Стрельцов улица, 60  - Тарасовская улица (Буча), 10Б ",Выполнен,Безналичная оплата,На баланс,5
185571,AE1267OX,9.74,98.00,98.00,0.00,17-05-2021 16:46,"Салютная улица, 21  - Ярославская улица, 6 ",Выполнен,Оплата наличными,Оплата наличными,
74715,AE8901OT,4.00,87.00,0.00,87.00,17-05-2021 16:44,"Коновальца Евгения улица, 36В  - Кафе Такава (ул. Бассейная, 2А) ",Выполнен,Безналичная оплата,На баланс,5
191232,AE1173OX,13.65,142.00,142.00,0.00,17-05-2021 16:40,"проспект Степана Бандери, 21  - Малышко Андрея улица, 19 ",Выполнен,Оплата наличными,Оплата наличными,5
191232,AE1173OX,10.80,97.00,0.00,97.00,17-05-2021 16:10,"Маяковского Владимира проспект, 73  - проспект Степана Бандери, 15Г ",Выполнен,Безналичная оплата,На баланс,5
189562,AE4780OX,25.33,207.00,207.00,0.00,17-05-2021 15:40,"Ресторан Mamamia (Ефремова Академика ул. 8А)  - Ахматовой Анны улица, 46 ",Выполнен,Оплата наличными,Оплата наличными,
184596,AE1268OX,25.19,216.00,216.00,0.00,17-05-2021 15:26,"Согласия улица (Бровары), 3  - Бехтеревский переулок, 8 ",Выполнен,Оплата наличными,Оплата наличными,5
191232,AE1173OX,13.16,118.00,118.00,0.00,17-05-2021 15:14,"вулиця Маршала Малиновського, 15  - Закревского Николая улица, 95Г ",Выполнен,Оплата наличными,Оплата наличными,5
198700,BH9134OH,9.76,119.00,0.00,119.00,17-05-2021 15:04,"Антоновича Владимира улица, 158  - Вацлава Гавела бульвар, 6З ",Выполнен,Безналичная оплата,На баланс,
191232,AE1173OX,12.22,106.00,0.00,106.00,17-05-2021 14:38,"Ресторан Пузата Хата (ул. Окипной Раисы, 3)  - Архипенко Александра улица, 1/12 ",Выполнен,Безналичная оплата,На баланс,5
198700,BH9134OH,11.02,110.00,110.00,0.00,17-05-2021 14:27,"Малышко Андрея улица, 13А  - Метро Дворец Украина (ул. Большая Васильковская, 103/2) ",Выполнен,Оплата наличными,Оплата наличными,
189562,AE4780OX,23.77,207.00,207.00,0.00,17-05-2021 14:20,"Ахматовой Анны улица, 46  - Ефремова Академика улица, 8А ",Выполнен,Оплата наличными,Оплата наличными,
